94.000000,46.000000,297
57.000000,19.000000,297
6.000000,54.000000,21
93.000000,11.000000,345
30.000000,79.000000,21
21.000000,75.000000,21
66.000000,98.000000,96
29.000000,91.000000,21
45.000000,29.000000,137
60.000000,76.000000,96
38.000000,85.000000,21
63.000000,93.000000,96
65.000000,34.000000,297
3.000000,89.000000,21
53.000000,93.000000,96
68.000000,45.000000,297
10.000000,50.000000,21
34.000000,11.000000,137
73.000000,44.000000,297
78.000000,55.000000,297
40.000000,50.000000,297
0.000000,91.000000,21
65.000000,71.000000,96
89.000000,87.000000,96
87.000000,33.000000,345
65.000000,50.000000,297
49.000000,80.000000,96
93.000000,65.000000,96
82.000000,84.000000,96
78.000000,44.000000,297
24.000000,25.000000,137
83.000000,51.000000,297
31.000000,93.000000,21
46.000000,11.000000,137
81.000000,76.000000,96
62.000000,97.000000,96
30.000000,94.000000,21
70.000000,66.000000,96
93.000000,3.000000,345
16.000000,40.000000,137
22.000000,35.000000,137
97.000000,48.000000,297
5.000000,83.000000,21
27.000000,75.000000,21
22.000000,21.000000,137
47.000000,70.000000,96
24.000000,43.000000,137
69.000000,13.000000,345
77.000000,26.000000,345
70.000000,77.000000,96
65.000000,28.000000,297
28.000000,6.000000,137
14.000000,83.000000,21
7.000000,50.000000,21
21.000000,74.000000,21
99.000000,8.000000,345
58.000000,60.000000,297
31.000000,84.000000,21
16.000000,32.000000,137
84.000000,23.000000,345
89.000000,73.000000,96
25.000000,36.000000,137
31.000000,23.000000,137
71.000000,15.000000,345
95.000000,15.000000,345
86.000000,55.000000,297
4.000000,41.000000,137
83.000000,50.000000,297
63.000000,44.000000,297
45.000000,86.000000,21
18.000000,80.000000,21
65.000000,15.000000,345
87.000000,27.000000,345
85.000000,35.000000,345
39.000000,99.000000,21
61.000000,10.000000,345
31.000000,14.000000,137
6.000000,93.000000,21
54.000000,43.000000,297
54.000000,46.000000,297
81.000000,66.000000,96
6.000000,9.000000,137
7.000000,0.000000,137
21.000000,10.000000,137
15.000000,63.000000,21
2.000000,6.000000,137
95.000000,62.000000,96
88.000000,52.000000,297
1.000000,0.000000,137
23.000000,84.000000,21
53.000000,82.000000,96
61.000000,62.000000,297
17.000000,5.000000,137
99.000000,4.000000,345
98.000000,88.000000,96
26.000000,69.000000,21
61.000000,42.000000,297
66.000000,29.000000,297
24.000000,82.000000,21
17.000000,63.000000,21
69.000000,78.000000,96
30.000000,95.000000,21
14.000000,17.000000,137
24.000000,18.000000,137
23.000000,15.000000,137
80.000000,87.000000,96
26.000000,20.000000,137
46.000000,47.000000,297
